['CO[P@@](=O)(N)SC', '(-)']
['CN(C)[C@@H]1C[C@]23CC[C@]4(O2)C(=CC[C@]2(C)[C@@H]4CC(=O)[C@@]2(O)c2ccc4ccncc4c2)C=C3[C@H](O)[C@H]1O', '(+)']
['C1CN(CCC1CCOC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C[C@@H](CCC4=CC=CC=C4)O', '(+)']
['O[C@@H](CCc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1', '(-)']
['C[C@]12CC=C3C=C4[C@H]([C@@H]([C@H](C[C@]45CC[C@@]3([C@@H]1CC[C@@H]2C6=CC7=C(C=C6)C=CN=C7)O5)N(C)C)O)O', '(+)']
['CN(C)[C@@H]1C[C@]23CC[C@]4(O2)C(=CC[C@@]2(C)[C@H](c5ccc6ccncc6c5)CC[C@@H]24)C=C3[C@H](O)[C@H]1O', '(-)']
['CCOC1=C(C=CC(=C1)[C@@H](CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC', '(+)']
['CCOc1cc([C@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC', '(-)']
['CC(C)([C@@H]1CC2=C(O1)C=CC3=C2OC(=O)C=C3)OC(=O)/C=C/C4=CC=C(C=C4)O', '(+)']
['CC(C)(OC(=O)/C=C/c1ccc(O)cc1)[C@H]1Cc2c(ccc3ccc(=O)oc23)O1', '(-)']
['C[C@H]1CNCCCN1S(=O)(=O)C2=CC=CC3=C2C(=CN=C3)C.Cl.Cl', '(+)']
['Cc1cncc2cccc(S(=O)(=O)N3CCCNC[C@H]3C)c12.Cl.Cl', '(-)']
['CC(=CCC/C(=C/[C@@H]1[C@@]2(C[C@@H]([C@@H](CC2=O)OC)OC(=O)C)CC(=O)O1)/C)C', '(+)']
['CO[C@H]1CC(=O)[C@]2(CC(=O)O[C@H]2/C=C(\\C)CCC=C(C)C)C[C@H]1OC(C)=O', '(-)']
['CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)C3=CCNCC3)F', '(-)']
['CC(=O)NC[C@@H]1CN(c2ccc(C3=CCNCC3)c(F)c2)C(=O)O1', '(+)']
['C[C@@H](CC1=CC=CC=C1)N(C)CC2=CC=CC=C2.Cl', '(+)']
['C[C@H](Cc1ccccc1)N(C)Cc1ccccc1.Cl', '(-)']
['C1[C@H](N=C2N1C3=CC=CC=C3S2)C4=CC=CC=C4', '(+)']
['c1ccc([C@H]2CN3C(=N2)Sc2ccccc23)cc1', '(-)']
['C1=CC(=CC(=C1)Cl)[C@@H](CC(=O)O)O', '(+)']
['O=C(O)C[C@H](O)c1cccc(Cl)c1', '(-)']
['C[C@@]([C@@H](CO)O)(C(=O)O)O', '(-)']
['C[C@@](O)(C(=O)O)[C@@H](O)CO', '(+)']
['CS(=O)(=O)OC1=CC=C(C=C1)OCCC2=CC=C(C=C2)C[C@@H](C(=O)O)SCCC3=CC=C(C=C3)O', '(-)']
['CS(=O)(=O)Oc1ccc(OCCc2ccc(C[C@@H](SCCc3ccc(O)cc3)C(=O)O)cc2)cc1', '(+)']
['COC(=O)C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O', '(+)']
['COC(=O)c1ccccc1CC[C@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1', '(-)']
['CC1=CC(=CC2=C1[C@@H]3C4=C(C5=C(C=C4C[C@@](O3)(O2)C)C(C6=C(C5=O)C(=C(C(=C6Cl)O)Cl)O)(C)C)O)OC', '(-)']
['COc1cc(C)c2c(c1)O[C@]1(C)Cc3cc4c(c(O)c3[C@H]2O1)C(=O)c1c(O)c(Cl)c(O)c(Cl)c1C4(C)C', '(+)']
['CCCCCCC(C)(C)C1=CC(=C(C(=C1)OC)[C@H]2C=C([C@H]3C[C@@H]2C3(C)C)CO)OC', '(+)']
['CCCCCCC(C)(C)c1cc(OC)c([C@@H]2C=C(CO)[C@@H]3C[C@H]2C3(C)C)c(OC)c1', '(-)']
['CC1([C@@H]2C[C@]34CCCN3C[C@@]2(CC5=C1NC6=CC(=C(C=C56)Cl)Cl)NC4=O)C', '(+)']
['CC1(C)c2[nH]c3cc(Cl)c(Cl)cc3c2C[C@]23CN4CCC[C@@]4(C[C@H]12)C(=O)N3', '(-)']
['CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C(N2)C=CC(=N3)OC', '(-)']
['COc1ccc2[nH]c([S@](=O)Cc3ncc(C)c(OC)c3C)nc2n1', '(+)']
['CC1=C(C(=O)OC1=O)CCCCCCCCCCCCCC[C@H](C)O', '(+)']
['CC1=C(CCCCCCCCCCCCCC[C@@H](C)O)C(=O)OC1=O', '(-)']
['CC(=CCC/C(=C/[C@@H]1[C@@]2(C[C@@H](C=C[C@H]2O)OC(=O)C)CC(=O)O1)/C)C', '(+)']
['CC(=O)O[C@H]1C=C[C@H](O)[C@]2(CC(=O)O[C@H]2/C=C(\\C)CCC=C(C)C)C1', '(-)']
['C[C@@H]1CCCN(C1)CCCC2=CC=CC3=C2C=CC(=C3)OC', '(-)']
['COc1ccc2c(CCCN3CCC[C@H](C)C3)cccc2c1', '(+)']
['C[C@H]1CCCCN1CCCC2=CC=CC3=C2C=CC(=C3)OC', '(+)']
['COc1ccc2c(CCCN3CCCC[C@H]3C)cccc2c1', '(-)']
['C[C@@H]1CCCCN1CCCCC2=CC=CC3=C2C=CC(=C3)OC', '(-)']
['COc1ccc2c(CCCCN3CCCC[C@@H]3C)cccc2c1', '(+)']
['CC(C)(C)NC[C@H](C1=CC(=C(C(=C1)Cl)N)C(F)(F)F)O', '(+)']
['CC(C)(C)NC[C@H](O)c1cc(Cl)c(N)c(C(F)(F)F)c1', '(-)']
['C[C@H](C1=CC=CC=N1)C2=C(SC3=CC=CC=C32)CCN(C)C', '(+)']
['C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12', '(-)']
['C[C@@H]1[C@H]([C@H]([C@@H](O1)/C=C/C2=C(C(=CC=C2)OC)CO)O)O', '(-)']
['COc1cccc(/C=C/[C@H]2O[C@@H](C)[C@H](O)[C@@H]2O)c1CO', '(+)']
['C1C[C@@H]2CN3CCNCC4=C3C(=CC=C4)[C@@H]2C1', '(-)']
['c1cc2c3c(c1)[C@H]1CCC[C@H]1CN3CCNC2', '(+)']
['C([C@H](COP(=O)([O-])[O-])O)O.[Ca+2]', '(-)']
['O=P([O+])([O+])OC[C@@H](O)CO.[Ca+2]', '(+)']
['C1CN(CCC1CCOC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C[C@@H](CC4=CC=CC=C4)O', '(-)']
['O[C@@H](Cc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1', '(+)']
['CC(C)[C@@H]1CCC(=O)C=C1', '(+)']
['CC(C)[C@@H]1C=CC(=O)CC1', '(-)']
['C1=CC=C(C=C1)C[C@H]2[C@H](OC(=O)N2)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F', '(-)']
['O=C1N[C@H](Cc2ccccc2)[C@H](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O1', '(+)']
['CCN1C=C(C=N1)CN(C2=CN=C(C=C2)C(C)C)C(=O)[C@H]3CCCC4=C3C=CC=C4O', '(-)']
['CCn1cc(CN(C(=O)[C@@H]2CCCc3c(O)cccc32)c2ccc(C(C)C)nc2)cn1', '(+)']
['C1CCN(C1)C(=O)[C@@H]([C@H](C2=CC=NC=C2)O)N', '(-)']
['N[C@H](C(=O)N1CCCC1)[C@H](O)c1ccncc1', '(+)']
['CC[C@@H]1C2=C(C3=C(C=C2)C=CO3)C(=O)O1', '(+)']
['CC[C@@H]1OC(=O)c2c1ccc1ccoc21', '(-)']
['CC(C)(C)NC[C@H](C1=CC=CC=C1)O', '(+)']
['CC(C)(C)NC[C@H](O)c1ccccc1', '(-)']
['CN(C)C[C@@H]1C[C@@H]1C2=CNC3=C2C=C(C=C3)C#N', '(+)']
['CN(C)C[C@H]1C[C@H]1c1c[nH]c2ccc(C#N)cc12', '(-)']
['C[C@@H](C1CCCCC1)N=C=S', '(+)']
['C[C@@H](N=C=S)C1CCCCC1', '(-)']
['C1=CC=C(C=C1)[C@@H]([C@H](C2=CC=CC=C2)N)N.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8.Cl[Ru]Cl', '(+)']
['Cl[Ru]Cl.N[C@H](c1ccccc1)[C@H](N)c1ccccc1.c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1', '(-)']
['CC1=CC(=CC(=C1)P(C2=CC(=CC(=C2)C)C)C3=C([C@@]4(CC[C@H]3C4(C)C)C)C5=C(SC(=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C)C)C', '(+)']
['Cc1cc(C)cc(P(C2=C(c3c(C)sc(C)c3P(c3ccccc3)c3ccccc3)[C@@]3(C)CC[C@@H]2C3(C)C)c2cc(C)cc(C)c2)c1', '(-)']
['C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@H]3[C@@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C(=C5)O)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O', '(+)']
['Oc1cc(O)c2c(c1)O[C@@H](c1cc(O)c(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2', '(-)']
['CC1=C(N=C(O1)C2=CC=C(C=C2)C3=CC=C(C=C3)S(=O)(=O)C)CCN4CCC[C@@H]4COC', '(+)']
['COC[C@@H]1CCCN1CCc1nc(-c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)oc1C', '(-)']
['CCCCCCCCCCCC(=O)O[C@@H]1CC2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C', '(+)']
['CCCCCCCCCCCC(=O)O[C@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C', '(-)']
['C[C@@H]1[C@H](C(=O)O[C@@H]1C2=CC(=C(C(=C2C3=CC4=C(C=C3)OCO4)OC)OC)OC)C', '(+)']
['COc1cc([C@@H]2OC(=O)[C@@H](C)[C@@H]2C)c(-c2ccc3c(c2)OCO3)c(OC)c1OC', '(-)']
['CC1=CC(=C(C(=C1)C)N2C=[N+]3[C@@H]4[C@@H](CC5=CC=CC=C45)OCC3=N2)C.[Cl-]', '(+)']
['Cc1cc(C)c(-n2c[n+]3c(n2)CO[C@H]2Cc4ccccc4[C@H]23)c(C)c1.[Cl+]', '(-)']
['C[C@@H]1[C@H]([C@H](O[C@H]1C2=CC(=C(C=C2)O)OC)C3=CC(=C(C=C3)O)OC)C', '(-)']
['COc1cc([C@H]2O[C@@H](c3ccc(O)c(OC)c3)[C@@H](C)[C@@H]2C)ccc1O', '(+)']
['CC(=CC(=O)C/C(=C/[C@@H]([C@@H]1COC(=O)C1=C)OC(=O)C)/C)C', '(+)']
['C=C1C(=O)OC[C@@H]1[C@@H](/C=C(\\C)CC(=O)C=C(C)C)OC(C)=O', '(-)']
['CN(C)C[C@H]1CCCC[C@@]1(C2=CC=CC(=C2)C(=O)N)O', '(-)']
['CN(C)C[C@@H]1CCCC[C@@]1(O)c1cccc(C(N)=O)c1', '(+)']
['C1C[C@H]2CN3CCNCC4=C3C(=CC=C4)[C@H]2C1', '(-)']
['c1cc2c3c(c1)[C@@H]1CCC[C@@H]1CN3CCNC2', '(+)']
['CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](C)CC=O', '(-)']
['Cc1ccc(S(=O)(=O)N[C@H](C)CC=O)cc1', '(+)']
['C1CN[C@@H]([C@H](N1)C2=CC=CC=C2)C3=CC=CC=C3', '(+)']
['c1ccc([C@@H]2NCCN[C@H]2c2ccccc2)cc1', '(-)']
['CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1CN2', '(-)']
['CC(C)(C)OC(=O)N1C[C@H]2C[C@@H]1CN2', '(+)']
['C1CC2=C(C[C@H]1N)SC(=N2)N', '(-)']
['Nc1nc2c(s1)C[C@H](N)CC2', '(+)']
['CC(C)[C@@H]1CC[C@H](P1C2=CC=CC=C2P3[C@@H](CC[C@H]3C(C)C)C(C)C)C(C)C', '(-)']
['CC(C)[C@H]1CC[C@H](C(C)C)P1c1ccccc1P1[C@@H](C(C)C)CC[C@@H]1C(C)C', '(+)']
['CN1CCC2=C3[C@H]1CC4=C(C3=CC(=C2)C5=CC=CC=C5)C(=C(C=C4)O)O', '(-)']
['CN1CCc2cc(-c3ccccc3)cc3c2[C@@H]1Cc1ccc(O)c(O)c1-3', '(+)']
['C[C@@H](C1=CN=CC=C1)C2=C(SC3=CC=CC=C32)CCN(C)C', '(+)']
['C[C@H](c1cccnc1)c1c(CCN(C)C)sc2ccccc12', '(-)']
['CCCCC/C=C/C1=C([C@@H]2[C@H]([C@H]([C@@H]1O)O)OC(=O)O2)CO', '(-)']
['CCCCC/C=C/C1=C(CO)[C@@H]2OC(=O)O[C@@H]2[C@H](O)[C@H]1O', '(+)']
['C[C@H]1CCCN(C1)CCCC2=CC=CC3=C2C=CC(=C3)OC', '(+)']
['COc1ccc2c(CCCN3CCC[C@@H](C)C3)cccc2c1', '(-)']
['COC1=C(C(=C2CC[C@@H](C2=C1)CN)OC)OC', '(-)']
['COc1cc2c(c(OC)c1OC)CC[C@H]2CN', '(+)']
['COC1=C(C(=C2CC[C@@H](C2=C1)CN)OC)OC.Cl', '(+)']
['COc1cc2c(c(OC)c1OC)CC[C@H]2CN.Cl', '(-)']
['CC(C)[C@H]1CO[C@H]2N1C(=O)CSCC2', '(+)']
['CC(C)[C@@H]1CO[C@H]2CCSCC(=O)N21', '(-)']
['C1=CC(=CC=C1[C@H]2[C@H](O2)CO)[N+](=O)[O-]', '(+)']
['O=[N+]([O+])c1ccc([C@H]2O[C@H]2CO)cc1', '(-)']
['C1C[C@@H](C2=C(C1)C=CC(=C2)[N+](=O)[O-])O', '(+)']
['O=[N+]([O+])c1ccc2c(c1)[C@H](O)CCC2', '(-)']
['COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)S(=O)(=O)O', '(+)']
['COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12', '(-)']
['C[C@@H](C1=CC=CC=N1)C2=C(SC3=CC=CC=C32)CCN4CCCC4', '(-)']
['C[C@H](c1ccccn1)c1c(CCN2CCCC2)sc2ccccc12', '(+)']
['C[C@H](C1=CC=C(C=C1)C(=O)NC2=C3C=CNC3=NC=C2)N.Cl', '(+)']
['C[C@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1.Cl', '(-)']
['C1CNC[C@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N', '(+)']
['NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCNC1', '(-)']
['CN1CC[C@@]2(C1)C3=C(C=CC(=C3)OC)NC2=O', '(+)']
['COc1ccc2c(c1)[C@@]1(CCN(C)C1)C(=O)N2', '(-)']
['C1CN(CCC1CCOC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C[C@@H](CC4=CC=CC=C4)N', '(-)']
['N[C@@H](Cc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1', '(+)']
['B1(N2CCC[C@@H]2C(O1)(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5C', '(+)']
['Cc1ccccc1B1OC(c2ccccc2)(c2ccccc2)[C@@H]2CCCN12', '(-)']
['C[C@@H](CCN1CCC(CC1)CCOC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C4=CC=CC=C4', '(+)']
['C[C@H](CCN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1', '(-)']
['CC(C)[C@H]1[C@H](OC(=O)N1)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F', '(-)']
['CC(C)[C@H]1NC(=O)O[C@H]1CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', '(+)']
['C[C@]12CCC[C@@]([C@@H]1CC(=O)C3=C2C=CC(=C3)C(C)(C)O)(C)C(=O)OC', '(+)']
['COC(=O)[C@@]1(C)CCC[C@@]2(C)c3ccc(C(C)(C)O)cc3C(=O)C[C@@H]21', '(-)']
['CCC1=C(C(=O)[C@@H]([C@@H](O1)C(C)[C@@H]2[C@H](C(=O)C(=C(O2)CC)C)C)C)C', '(+)']
['CCC1=C(C)C(=O)[C@@H](C)[C@@H]([C@H](C)[C@@H]2OC(CC)=C(C)C(=O)[C@H]2C)O1', '(-)']
['CC1=C(N=CC=C1)[C@H](C)C2=C(SC3=CC=CC=C32)CCN(C)C', '(-)']
['Cc1cccnc1[C@@H](C)c1c(CCN(C)C)sc2ccccc12', '(+)']
['C[C@@H]1CCCCN1CCCC2=CC=CC3=C2C=CC(=C3)OC', '(-)']
['COc1ccc2c(CCCN3CCCC[C@@H]3C)cccc2c1', '(+)']
['C1[C@H]2CNC[C@@H]1C3=C2C=CC(=C3)C(F)(F)F', '(+)']
['FC(F)(F)c1ccc2c(c1)[C@@H]1CNC[C@H]2C1', '(-)']
['CC[C@H]1C=CC(=O)O[C@H]1/C=C/[C@](CCN)([C@@H](C[C@H](/C=C\\C=C/C2CCCCC2)O)OP(=O)(O)O)O', '(+)']
['CC[C@@H]1C=CC(=O)O[C@@H]1/C=C/[C@@](O)(CCN)[C@H](C[C@H](O)/C=C\\C=C/C1CCCCC1)OP(=O)(O)O', '(-)']
['COC1=C(C=C2[C@@H]([C@H]([C@@H](CC2=C1)CO)COC(=O)/C=C/C3=CC=C(C=C3)O)C4=CC(=C(C=C4)O)OC)O', '(+)']
['COc1cc([C@@H]2c3cc(O)c(OC)cc3C[C@H](CO)[C@H]2COC(=O)/C=C/c2ccc(O)cc2)ccc1O', '(-)']
['C1CCN(CC1)CCOC2=CC=C(C=C2)[C@@H]3C4=C(C=CC5=C4C=CC(=C5)O)C6=C(O3)C(=CC(=C6)F)F', '(+)']
['Oc1ccc2c3c(ccc2c1)-c1cc(F)cc(F)c1O[C@H]3c1ccc(OCCN2CCCCC2)cc1', '(-)']
['C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](C(C)C)NC(=O)[C@H]3CCC4=C(C3)C=CC(=C4)O', '(-)']
['CC(C)[C@H](CN1CC[C@](C)(c2cccc(O)c2)[C@H](C)C1)NC(=O)[C@@H]1CCc2cc(O)ccc2C1', '(+)']
['C1C=CC[C@H]([C@@H]1C2=CC=CC=C2Br)C(=O)O', '(-)']
['O=C(O)[C@H]1CC=CC[C@@H]1c1ccccc1Br', '(+)']
['C1CC2=C3C(=CC=C2)C(=CN3C1)[C@H]4[C@@H](C(=O)NC4=O)C5=CNC6=CC=CC=C65', '(-)']
['O=C1NC(=O)[C@H](c2cn3c4c(cccc24)CCC3)[C@H]1c1c[nH]c2ccccc12', '(+)']
['C[C@@H]1CCCN(C1)CCCCC2=CC=CC3=C2C=CC(=C3)OC', '(-)']
['COc1ccc2c(CCCCN3CCC[C@H](C)C3)cccc2c1', '(+)']
['CC(=CCC/C(=C/[C@@H]1[C@@]2(C[C@@H]([C@@H](CC2=O)OC)O)CC(=O)O1)/C)C', '(+)']
['CO[C@H]1CC(=O)[C@]2(CC(=O)O[C@H]2/C=C(\\C)CCC=C(C)C)C[C@H]1O', '(-)']
['C[C@@H](C1=NC=C(C=C1)F)C2=C(SC3=CC=CC=C32)CCN(C)C', '(-)']
['C[C@H](c1ccc(F)cn1)c1c(CCN(C)C)sc2ccccc12', '(+)']
['C1=CC(=CC=C1[C@@H](CC(=O)O)O)Cl', '(+)']
['O=C(O)C[C@H](O)c1ccc(Cl)cc1', '(-)']
['CC1=CC2=C(C=C1)OCC[C@H]2O', '(+)']
['Cc1ccc2c(c1)[C@@H](O)CCO2', '(-)']
['CC1=CC(=CC(=C1)P(C2=CC(=CC(=C2)C)C)C3=C4CCC5=CC(=C(CCC(=C3)C=C4)C=C5)P(C6=CC(=CC(=C6)C)C)C7=CC(=CC(=C7)C)C)C.C1=CC=C(C=C1)[C@H]([C@@H](C2=CC=CC=C2)N)N.Cl[Ru]Cl', '(+)']
['Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2cc3ccc2CCc2ccc(c(P(c4cc(C)cc(C)c4)c4cc(C)cc(C)c4)c2)CC3)c1.Cl[Ru]Cl.N[C@@H](c1ccccc1)[C@@H](N)c1ccccc1', '(-)']
['CC1=CC(=CC=C1)[C@H](CC2=NN(C(=C2)C3=CC(=C(C=C3)Cl)Cl)C4=CC=C(C=C4)OC)C(=O)O', '(+)']
['COc1ccc(-n2nc(C[C@@H](C(=O)O)c3cccc(C)c3)cc2-c2ccc(Cl)c(Cl)c2)cc1', '(-)']
['CC1=CC(=C[C@]2([C@@H]1[C@@]3([C@H]2C4=CC=C(C=C4)[N+](=O)[O-])C[C@@H](OC3)C5=C(C(=O)C(=C(O5)OC)C)C)C)C', '(+)']
['COc1oc([C@@H]2C[C@@]3(CO2)[C@H](c2ccc([N+](=O)[O+])cc2)[C@]2(C)C=C(C)C=C(C)[C@@H]23)c(C)c(=O)c1C', '(-)']
['CC1=C(SC(=N1)C2=CC=C(C=C2)C(F)(F)F)CNC3=CC=C(C=C3)[C@@H]4C[C@H]4C(=O)O', '(+)']
['Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1CNc1ccc([C@H]2C[C@@H]2C(=O)O)cc1', '(-)']
['CC(C)(C)[P@@]1(=O)CC2=CC=CC=C2[C@@H]1[C@H]3C4=CC=CC=C4C[P@]3(=O)C(C)(C)C', '(+)']
['CC(C)(C)[P@]1(=O)Cc2ccccc2[C@H]1[C@@H]1c2ccccc2C[P@@]1(=O)C(C)(C)C', '(-)']
['CN(C)[C@@H]1CCCC[C@H]1NC(=S)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F', '(-)']
['CN(C)[C@H]1CCCC[C@@H]1NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1', '(+)']
['C1CNC(=O)C[C@H](NCC[C@]2(CN(C1)C(=O)C3=CC=CC=C32)O)C4=CC=CC=C4', '(+)']
['O=C1C[C@H](c2ccccc2)NCC[C@]2(O)CN(CCCN1)C(=O)c1ccccc12', '(-)']
['C1CNC(=O)C[C@H](NCC[C@@]2(CN(C1)C(=O)C3=CC=CC=C32)O)C4=CC=CC=C4', '(+)']
['O=C1C[C@H](c2ccccc2)NCC[C@@]2(O)CN(CCCN1)C(=O)c1ccccc12', '(-)']
['C[C@H](C1=CC=C(C=C1)[Sn](C)(C)C)N2C=NC=C2C(=O)OC', '(+)']
['COC(=O)c1cncn1[C@@H](C)c1ccc([Sn](C)(C)C)cc1', '(-)']
['COC1=C(C=C(C=C1)[C@@H](CNCCC2=CNC3=CC=CC=C32)O)Br', '(+)']
['COc1ccc([C@@H](O)CNCCc2c[nH]c3ccccc23)cc1Br', '(-)']
['CO[C@@H]1C[C@@]23C(=CC(=O)N2C[C@@H](C4=CC(=C(C=C34)OC)OC)O)C=C1', '(+)']
['COc1cc2c(cc1OC)[C@@]13C[C@H](OC)C=CC1=CC(=O)N3C[C@H]2O', '(-)']
['CCC1=C(C(=O)[C@H]([C@@H](O1)C(C)[C@@H]2[C@@H](C(=O)C(=C(O2)CC)C)C)C)C', '(-)']
['CCC1=C(C)C(=O)[C@H](C)[C@@H]([C@@H](C)[C@@H]2OC(CC)=C(C)C(=O)[C@@H]2C)O1', '(+)']
['CC1=CC[C@H]2[C@]([C@@H]1CC3=C(C=CC(=C3)O)O)(CCCC2(C)C)C', '(+)']
['CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1Cc1cc(O)ccc1O', '(-)']
['CC1=C(C(=CC2=C1CCCC2(C)C)CC[C@@](C)(C=C)O)C', '(+)']
['C=C[C@](C)(O)CCc1cc2c(c(C)c1C)CCCC2(C)C', '(-)']
['C1CN2CCC1[C@@]3(C2)CC4=C(O3)N=CC(=C4)N', '(-)']
['Nc1cnc2c(c1)C[C@]1(CN3CCC1CC3)O2', '(+)']
['C1C[C@@H]2C[C@@H](CN2C1)O', '(+)']
['O[C@@H]1C[C@@H]2CCCN2C1', '(-)']
['CC(C)(C)[Si](C)(C)O[C@@H]1CCOC1=O', '(+)']
['CC(C)(C)[Si](C)(C)O[C@H]1CCOC1=O', '(-)']
['CC1([C@@H](C[C@@H]1C(C)(C)O)C(=O)O)C', '(-)']
['CC(C)(O)[C@@H]1C[C@H](C(=O)O)C1(C)C', '(+)']
['CC1([C@@H]2CCC(=C)[C@H]1C(=O)O2)C', '(+)']
['C=C1CC[C@H]2OC(=O)[C@@H]1C2(C)C', '(-)']
['C[C@@H](CC=C(C)C)[C@H](C)CO', '(-)']
['CC(C)=CC[C@@H](C)[C@@H](C)CO', '(+)']
['CC1=CC(=O)C[C@H](C1)C(=C)C', '(+)']
['C=C(C)[C@H]1CC(=O)C=C(C)C1', '(-)']
['CC1(OC[C@H](O1)CCO)C', '(-)']
['CC1(C)OC[C@H](CCO)O1', '(+)']
['CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3.CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3.OS(=O)(=O)O', '(-)']
['CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@@H](CO)c1ccccc1)C2.CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@@H](CO)c1ccccc1)C2.O=S(=O)(O)O', '(+)']
['C1C[C@@H]([C@@H](CC[C@@H]([C@H](CC[C@@H]([C@@H]1Br)Br)Br)Br)Br)Br', '(+)']
['Br[C@@H]1CC[C@@H](Br)[C@@H](Br)CC[C@@H](Br)[C@@H](Br)CC[C@H]1Br', '(-)']
['C1=C(NC=C1Br)C(=O)NC[C@H]2[C@@H]([C@H]([C@@H]2C3=CN=C(N3)N)C4=CN=C(N4)N)CNC(=O)C5=CC(=CN5)Br', '(+)']
['Nc1ncc([C@H]2[C@H](CNC(=O)c3cc(Br)c[nH]3)[C@@H](CNC(=O)c3cc(Br)c[nH]3)[C@@H]2c2cnc(N)[nH]2)[nH]1', '(-)']
['C[C@@H](CC/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CCC=C(C)C)CCOC1=CC2=NC3=CC=CC=C3N=C2C=C1', '(-)']
['CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC[C@@H](C)CCOc1ccc2nc3ccccc3nc2c1', '(+)']
['CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)OC(C)(C)C)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C', '(+)']
['CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H](O)C[C@H](O)CC(=O)OC(C)(C)C', '(-)']
['CC1(/C=C\\N2[C@@H](CC3=C1NC4=CC=CC=C34)C(=O)N5CCC=C5C2=O)C', '(+)']
['CC1(C)/C=C\\N2C(=O)C3=CCCN3C(=O)[C@H]2Cc2c1[nH]c1ccccc21', '(-)']
